id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
82660,2013,11,30,1250.0,1300,-10.0,1354.0,1413,-19.0,US,2181,N955UW,LGA,DCA,49.0,214,13,0,2013-11-30 13:00:00,US Airways Inc.
209383,2013,5,18,624.0,630,-6.0,748.0,803,-15.0,EV,3266,N10575,EWR,RDU,63.0,416,6,30,2013-05-18 06:00:00,ExpressJet Airlines Inc.
336368,2013,9,30,1510.0,1510,0.0,1720.0,1735,-15.0,MQ,3202,N698MQ,JFK,IND,100.0,665,15,10,2013-09-30 15:00:00,Envoy Air
269261,2013,7,21,641.0,645,-4.0,841.0,845,-4.0,B6,675,N304JB,JFK,MSY,158.0,1182,6,45,2013-07-21 06:00:00,JetBlue Airways
60606,2013,11,6,823.0,830,-7.0,1005.0,1024,-19.0,9E,2932,N913XJ,JFK,RDU,67.0,427,8,30,2013-11-06 08:00:00,Endeavor Air Inc.
276400,2013,7,28,1356.0,1359,-3.0,1732.0,1724,8.0,DL,1565,N711ZX,JFK,SFO,359.0,2586,13,59,2013-07-28 13:00:00,Delta Air Lines Inc.
157239,2013,3,23,1347.0,1356,-9.0,1449.0,1506,-17.0,EV,3854,N14143,EWR,MHT,39.0,209,13,56,2013-03-23 13:00:00,ExpressJet Airlines Inc.
288512,2013,8,9,2226.0,2057,89.0,116.0,2359,77.0,UA,1241,N33209,EWR,TPA,131.0,997,20,57,2013-08-09 20:00:00,United Air Lines Inc.
25677,2013,1,30,1603.0,1600,3.0,1707.0,1712,-5.0,US,2134,N944UW,LGA,BOS,47.0,184,16,0,2013-01-30 16:00:00,US Airways Inc.
8813,2013,1,10,2145.0,2135,10.0,45.0,50,-5.0,AA,185,N335AA,JFK,LAX,341.0,2475,21,35,2013-01-10 21:00:00,American Airlines Inc.
72405,2013,11,18,2054.0,2100,-6.0,2341.0,2329,12.0,B6,775,N216JB,JFK,MSY,179.0,1182,21,0,2013-11-18 21:00:00,JetBlue Airways
134380,2013,2,27,608.0,610,-2.0,921.0,915,6.0,AA,1837,N3GTAA,LGA,MIA,164.0,1096,6,10,2013-02-27 06:00:00,American Airlines Inc.
265518,2013,7,17,724.0,724,0.0,1006.0,1003,3.0,UA,1592,N36476,EWR,MCO,129.0,937,7,24,2013-07-17 07:00:00,United Air Lines Inc.
39474,2013,10,14,1258.0,1300,-2.0,1623.0,1610,13.0,VX,411,N624VA,JFK,LAX,353.0,2475,13,0,2013-10-14 13:00:00,Virgin America
11532,2013,1,14,929.0,935,-6.0,1238.0,1235,3.0,VX,251,N841VA,JFK,LAS,332.0,2248,9,35,2013-01-14 09:00:00,Virgin America
237167,2013,6,17,657.0,700,-3.0,934.0,947,-13.0,DL,2285,N955DL,LGA,MCO,130.0,950,7,0,2013-06-17 07:00:00,Delta Air Lines Inc.
163357,2013,3,29,2048.0,2040,8.0,2139.0,2148,-9.0,B6,1020,N633JB,JFK,BOS,37.0,187,20,40,2013-03-29 20:00:00,JetBlue Airways
209253,2013,5,17,1959.0,2000,-1.0,2251.0,2237,14.0,DL,1147,N933DL,LGA,ATL,103.0,762,20,0,2013-05-17 20:00:00,Delta Air Lines Inc.
239933,2013,6,19,2022.0,2000,22.0,2151.0,2152,-1.0,B6,917,N598JB,JFK,ORD,118.0,740,20,0,2013-06-19 20:00:00,JetBlue Airways
277624,2013,7,29,1812.0,1800,12.0,1938.0,2002,-24.0,UA,1187,N23708,EWR,CLE,63.0,404,18,0,2013-07-29 18:00:00,United Air Lines Inc.
312276,2013,9,4,1347.0,1352,-5.0,1452.0,1453,-1.0,EV,4207,N16963,EWR,MHT,38.0,209,13,52,2013-09-04 13:00:00,ExpressJet Airlines Inc.
175007,2013,4,11,1237.0,1245,-8.0,1500.0,1513,-13.0,UA,356,N434UA,EWR,PHX,289.0,2133,12,45,2013-04-11 12:00:00,United Air Lines Inc.
242424,2013,6,22,1352.0,1400,-8.0,1508.0,1540,-32.0,EV,5557,N760EV,LGA,BGR,53.0,378,14,0,2013-06-22 14:00:00,ExpressJet Airlines Inc.
65187,2013,11,11,842.0,850,-8.0,1027.0,1045,-18.0,MQ,3407,N525MQ,LGA,CMH,75.0,479,8,50,2013-11-11 08:00:00,Envoy Air
48053,2013,10,23,1459.0,1500,-1.0,1805.0,1748,17.0,UA,407,N556UA,EWR,TPA,151.0,997,15,0,2013-10-23 15:00:00,United Air Lines Inc.
66631,2013,11,12,1657.0,1705,-8.0,1848.0,1902,-14.0,EV,4411,N16559,EWR,MEM,153.0,946,17,5,2013-11-12 17:00:00,ExpressJet Airlines Inc.
281338,2013,8,2,1339.0,1346,-7.0,1429.0,1458,-29.0,B6,1338,N329JB,JFK,MVY,36.0,173,13,46,2013-08-02 13:00:00,JetBlue Airways
153845,2013,3,19,2122.0,2125,-3.0,2243.0,2250,-7.0,MQ,4660,N0EGMQ,LGA,BNA,117.0,764,21,25,2013-03-19 21:00:00,Envoy Air
30645,2013,10,4,1706.0,1709,-3.0,1826.0,1828,-2.0,UA,215,N477UA,EWR,BOS,48.0,200,17,9,2013-10-04 17:00:00,United Air Lines Inc.
336570,2013,9,30,1815.0,1803,12.0,2113.0,2117,-4.0,UA,1165,N76522,EWR,LAX,299.0,2454,18,3,2013-09-30 18:00:00,United Air Lines Inc.
237602,2013,6,17,1452.0,1456,-4.0,1814.0,1724,50.0,UA,1222,N36444,EWR,LAS,308.0,2227,14,56,2013-06-17 14:00:00,United Air Lines Inc.
207913,2013,5,16,1451.0,1459,-8.0,1622.0,1635,-13.0,9E,4105,N819AY,JFK,IAD,49.0,228,14,59,2013-05-16 14:00:00,Endeavor Air Inc.
302294,2013,8,24,1156.0,930,146.0,1441.0,1225,136.0,UA,465,N432UA,EWR,RSW,148.0,1068,9,30,2013-08-24 09:00:00,United Air Lines Inc.
35514,2013,10,10,625.0,630,-5.0,844.0,840,4.0,US,2085,N150UW,LGA,CLT,98.0,544,6,30,2013-10-10 06:00:00,US Airways Inc.
279121,2013,7,31,900.0,905,-5.0,1009.0,1016,-7.0,B6,1634,N193JB,JFK,BTV,46.0,266,9,5,2013-07-31 09:00:00,JetBlue Airways
232858,2013,6,12,1342.0,1345,-3.0,1618.0,1635,-17.0,AA,753,N3BNAA,LGA,DFW,183.0,1389,13,45,2013-06-12 13:00:00,American Airlines Inc.
230889,2013,6,10,1400.0,1245,75.0,1622.0,1512,70.0,UA,353,N826UA,EWR,ATL,123.0,746,12,45,2013-06-10 12:00:00,United Air Lines Inc.
332269,2013,9,26,651.0,629,22.0,927.0,929,-2.0,AA,1205,N3ABAA,EWR,MIA,139.0,1085,6,29,2013-09-26 06:00:00,American Airlines Inc.
243194,2013,6,23,1254.0,1259,-5.0,1439.0,1457,-18.0,US,1459,N173US,LGA,CLT,80.0,544,12,59,2013-06-23 12:00:00,US Airways Inc.
60134,2013,11,5,1652.0,1700,-8.0,1947.0,2007,-20.0,UA,1714,N36247,LGA,IAH,206.0,1416,17,0,2013-11-05 17:00:00,United Air Lines Inc.
312256,2013,9,4,1327.0,1329,-2.0,1444.0,1444,0.0,MQ,3760,N500MQ,EWR,ORD,106.0,719,13,29,2013-09-04 13:00:00,Envoy Air
307546,2013,8,29,2248.0,2245,3.0,4.0,3,1.0,B6,486,N339JB,JFK,ROC,46.0,264,22,45,2013-08-29 22:00:00,JetBlue Airways
336021,2013,9,30,854.0,900,-6.0,1023.0,1025,-2.0,US,2173,N722US,LGA,DCA,39.0,214,9,0,2013-09-30 09:00:00,US Airways Inc.
144766,2013,3,10,1026.0,1028,-2.0,1315.0,1342,-27.0,UA,1183,N35271,EWR,RSW,150.0,1068,10,28,2013-03-10 10:00:00,United Air Lines Inc.
326650,2013,9,19,2245.0,2255,-10.0,2353.0,2358,-5.0,B6,718,N586JB,JFK,BOS,40.0,187,22,55,2013-09-19 22:00:00,JetBlue Airways
244750,2013,6,25,103.0,2359,64.0,431.0,344,47.0,B6,1503,N665JB,JFK,SJU,193.0,1598,23,59,2013-06-25 23:00:00,JetBlue Airways
299429,2013,8,21,1227.0,1229,-2.0,1341.0,1342,-1.0,EV,5897,N14960,EWR,ORF,54.0,284,12,29,2013-08-21 12:00:00,ExpressJet Airlines Inc.
261970,2013,7,13,1150.0,1155,-5.0,1339.0,1332,7.0,EV,4316,N18556,EWR,RDU,72.0,416,11,55,2013-07-13 11:00:00,ExpressJet Airlines Inc.
43256,2013,10,18,1010.0,951,19.0,1226.0,1207,19.0,UA,406,N489UA,EWR,DEN,235.0,1605,9,51,2013-10-18 09:00:00,United Air Lines Inc.
22127,2013,1,26,1143.0,1145,-2.0,1445.0,1508,-23.0,DL,2115,N979DL,LGA,MIA,154.0,1096,11,45,2013-01-26 11:00:00,Delta Air Lines Inc.
193665,2013,5,1,922.0,925,-3.0,1125.0,1134,-9.0,EV,4227,N17984,EWR,IND,88.0,645,9,25,2013-05-01 09:00:00,ExpressJet Airlines Inc.
26179,2013,1,31,719.0,720,-1.0,1041.0,1023,18.0,UA,1724,N36247,EWR,PBI,183.0,1023,7,20,2013-01-31 07:00:00,United Air Lines Inc.
80035,2013,11,27,620.0,625,-5.0,743.0,759,-16.0,EV,4522,N16963,EWR,BNA,123.0,748,6,25,2013-11-27 06:00:00,ExpressJet Airlines Inc.
8696,2013,1,10,1902.0,1900,2.0,2135.0,2134,1.0,FL,645,N996AT,LGA,ATL,119.0,762,19,0,2013-01-10 19:00:00,AirTran Airways Corporation
161707,2013,3,28,913.0,914,-1.0,1153.0,1210,-17.0,B6,57,N806JB,JFK,PBI,140.0,1028,9,14,2013-03-28 09:00:00,JetBlue Airways
70392,2013,11,16,1623.0,1625,-2.0,1738.0,1753,-15.0,9E,2904,N8412F,JFK,BOS,41.0,187,16,25,2013-11-16 16:00:00,Endeavor Air Inc.
277353,2013,7,29,1355.0,1400,-5.0,1543.0,1512,31.0,US,2177,N760US,LGA,DCA,50.0,214,14,0,2013-07-29 14:00:00,US Airways Inc.
21688,2013,1,25,1930.0,1935,-5.0,2254.0,2240,14.0,AA,791,N3FNAA,LGA,DFW,219.0,1389,19,35,2013-01-25 19:00:00,American Airlines Inc.
148526,2013,3,14,818.0,816,2.0,1004.0,1013,-9.0,EV,4600,N13550,EWR,MEM,140.0,946,8,16,2013-03-14 08:00:00,ExpressJet Airlines Inc.
331622,2013,9,25,1226.0,1200,26.0,1403.0,1354,9.0,US,1978,N153UW,JFK,CLT,78.0,541,12,0,2013-09-25 12:00:00,US Airways Inc.
306746,2013,8,29,805.0,730,35.0,1037.0,1010,27.0,B6,683,N510JB,JFK,MCO,119.0,944,7,30,2013-08-29 07:00:00,JetBlue Airways
64447,2013,11,10,1300.0,1300,0.0,1421.0,1438,-17.0,UA,681,N847UA,LGA,ORD,125.0,733,13,0,2013-11-10 13:00:00,United Air Lines Inc.
157856,2013,3,24,1002.0,830,92.0,1226.0,1053,93.0,EV,5212,N730EV,LGA,CHS,118.0,641,8,30,2013-03-24 08:00:00,ExpressJet Airlines Inc.
90778,2013,12,9,850.0,845,5.0,1112.0,1106,6.0,EV,4087,N16987,EWR,IND,118.0,645,8,45,2013-12-09 08:00:00,ExpressJet Airlines Inc.
154027,2013,3,20,703.0,630,33.0,941.0,905,36.0,EV,3828,N12921,EWR,ATL,130.0,746,6,30,2013-03-20 06:00:00,ExpressJet Airlines Inc.
328483,2013,9,22,812.0,815,-3.0,1004.0,1040,-36.0,DL,914,N359NB,LGA,DEN,212.0,1620,8,15,2013-09-22 08:00:00,Delta Air Lines Inc.
54296,2013,10,30,1001.0,1000,1.0,1339.0,1321,18.0,UA,1480,N45440,EWR,SFO,364.0,2565,10,0,2013-10-30 10:00:00,United Air Lines Inc.
311969,2013,9,4,809.0,817,-8.0,956.0,1023,-27.0,9E,3353,N928XJ,JFK,DTW,80.0,509,8,17,2013-09-04 08:00:00,Endeavor Air Inc.
162329,2013,3,28,1954.0,2000,-6.0,2059.0,2139,-40.0,UA,695,N823UA,LGA,ORD,105.0,733,20,0,2013-03-28 20:00:00,United Air Lines Inc.
210326,2013,5,19,947.0,950,-3.0,1205.0,1235,-30.0,VX,251,N842VA,JFK,LAS,289.0,2248,9,50,2013-05-19 09:00:00,Virgin America
225339,2013,6,4,1406.0,1355,11.0,1554.0,1554,0.0,EV,4687,N14974,EWR,CVG,90.0,569,13,55,2013-06-04 13:00:00,ExpressJet Airlines Inc.
50437,2013,10,25,2229.0,1935,174.0,111.0,2250,141.0,AA,2437,N3AKAA,LGA,MIA,148.0,1096,19,35,2013-10-25 19:00:00,American Airlines Inc.
327190,2013,9,20,1423.0,1423,0.0,1658.0,1709,-11.0,UA,1695,N37253,EWR,IAH,196.0,1400,14,23,2013-09-20 14:00:00,United Air Lines Inc.
162354,2013,3,28,2013.0,1929,44.0,2235.0,2157,38.0,EV,4509,N13132,EWR,MSY,164.0,1167,19,29,2013-03-28 19:00:00,ExpressJet Airlines Inc.
10334,2013,1,12,1812.0,1330,282.0,2047.0,1617,270.0,B6,525,N346JB,EWR,MCO,125.0,937,13,30,2013-01-12 13:00:00,JetBlue Airways
274360,2013,7,26,852.0,830,22.0,1105.0,1028,37.0,EV,4297,N22971,EWR,DTW,81.0,488,8,30,2013-07-26 08:00:00,ExpressJet Airlines Inc.
168255,2013,4,4,856.0,859,-3.0,1213.0,1215,-2.0,UA,1025,N15712,LGA,IAH,217.0,1416,8,59,2013-04-04 08:00:00,United Air Lines Inc.
217194,2013,5,26,1805.0,1745,20.0,1933.0,1940,-7.0,WN,2151,N748SW,EWR,STL,124.0,872,17,45,2013-05-26 17:00:00,Southwest Airlines Co.
161758,2013,3,28,1009.0,1001,8.0,1122.0,1129,-7.0,EV,4187,N14542,EWR,BNA,111.0,748,10,1,2013-03-28 10:00:00,ExpressJet Airlines Inc.
30068,2013,10,4,747.0,747,0.0,1126.0,1139,-13.0,UA,1216,N81449,EWR,SJU,196.0,1608,7,47,2013-10-04 07:00:00,United Air Lines Inc.
51585,2013,10,27,1436.0,1445,-9.0,1723.0,1757,-34.0,B6,1171,N651JB,LGA,FLL,143.0,1076,14,45,2013-10-27 14:00:00,JetBlue Airways
21778,2013,1,25,2143.0,2045,58.0,2318.0,2225,53.0,AA,371,N4WWAA,LGA,ORD,125.0,733,20,45,2013-01-25 20:00:00,American Airlines Inc.
268016,2013,7,19,1557.0,1555,2.0,1808.0,1806,2.0,EV,4328,N12126,EWR,MSY,163.0,1167,15,55,2013-07-19 15:00:00,ExpressJet Airlines Inc.
129015,2013,2,21,720.0,720,0.0,918.0,928,-10.0,DL,831,N911DE,LGA,DTW,97.0,502,7,20,2013-02-21 07:00:00,Delta Air Lines Inc.
316068,2013,9,8,1808.0,1805,3.0,2057.0,2058,-1.0,UA,330,N536UA,EWR,PBI,132.0,1023,18,5,2013-09-08 18:00:00,United Air Lines Inc.
133360,2013,2,25,2133.0,2135,-2.0,2225.0,2244,-19.0,UA,1066,N33209,EWR,BOS,34.0,200,21,35,2013-02-25 21:00:00,United Air Lines Inc.
10411,2013,1,12,2020.0,2029,-9.0,2107.0,2139,-32.0,9E,3609,N8980A,JFK,PHL,24.0,94,20,29,2013-01-12 20:00:00,Endeavor Air Inc.
208649,2013,5,17,952.0,955,-3.0,1147.0,1140,7.0,AA,319,N4YRAA,LGA,ORD,114.0,733,9,55,2013-05-17 09:00:00,American Airlines Inc.
142016,2013,3,7,929.0,929,0.0,1235.0,1222,13.0,UA,1597,N17730,EWR,EGE,258.0,1725,9,29,2013-03-07 09:00:00,United Air Lines Inc.
237460,2013,6,17,1203.0,1115,48.0,1503.0,1400,63.0,AA,739,N3HGAA,LGA,DFW,195.0,1389,11,15,2013-06-17 11:00:00,American Airlines Inc.
77877,2013,11,24,1856.0,1849,7.0,2229.0,2209,20.0,B6,263,N636JB,JFK,SEA,352.0,2422,18,49,2013-11-24 18:00:00,JetBlue Airways
281573,2013,8,2,1728.0,1735,-7.0,2034.0,2030,4.0,AA,1901,N3HRAA,JFK,IAH,192.0,1417,17,35,2013-08-02 17:00:00,American Airlines Inc.
86323,2013,12,4,836.0,845,-9.0,1035.0,1053,-18.0,US,2071,N102UW,LGA,CLT,94.0,544,8,45,2013-12-04 08:00:00,US Airways Inc.
318500,2013,9,11,923.0,929,-6.0,1155.0,1234,-39.0,AA,1223,N583AA,EWR,DFW,171.0,1372,9,29,2013-09-11 09:00:00,American Airlines Inc.
227275,2013,6,6,1413.0,1310,63.0,1647.0,1532,75.0,FL,348,N958AT,LGA,ATL,114.0,762,13,10,2013-06-06 13:00:00,AirTran Airways Corporation
117023,2013,2,7,1555.0,1600,-5.0,1656.0,1732,-36.0,9E,3453,N915XJ,JFK,BOS,33.0,187,16,0,2013-02-07 16:00:00,Endeavor Air Inc.
278298,2013,7,30,1245.0,1240,5.0,1536.0,1545,-9.0,UA,1186,N76065,EWR,MIA,151.0,1085,12,40,2013-07-30 12:00:00,United Air Lines Inc.
44447,2013,10,19,1623.0,1630,-7.0,1915.0,1940,-25.0,AA,181,N324AA,JFK,LAX,329.0,2475,16,30,2013-10-19 16:00:00,American Airlines Inc.
276157,2013,7,28,854.0,900,-6.0,1139.0,1142,-3.0,B6,189,N569JB,JFK,SAN,323.0,2446,9,0,2013-07-28 09:00:00,JetBlue Airways
151336,2013,3,17,1049.0,1056,-7.0,1317.0,1328,-11.0,UA,405,N431UA,LGA,DEN,250.0,1620,10,56,2013-03-17 10:00:00,United Air Lines Inc.
268907,2013,7,20,1554.0,1555,-1.0,1742.0,1744,-2.0,B6,1105,N238JB,JFK,ORD,122.0,740,15,55,2013-07-20 15:00:00,JetBlue Airways
96064,2013,12,14,,1830,,,2140,,UA,479,,EWR,RSW,,1068,18,30,2013-12-14 18:00:00,United Air Lines Inc.
3896,2013,1,5,1149.0,1152,-3.0,1417.0,1424,-7.0,EV,4679,N11184,EWR,JAX,131.0,820,11,52,2013-01-05 11:00:00,ExpressJet Airlines Inc.
42758,2013,10,17,1837.0,1834,3.0,2222.0,2135,47.0,9E,3325,N915XJ,JFK,DFW,236.0,1391,18,34,2013-10-17 18:00:00,Endeavor Air Inc.
34947,2013,10,9,1325.0,1320,5.0,1618.0,1625,-7.0,UA,436,N440UA,EWR,FLL,154.0,1065,13,20,2013-10-09 13:00:00,United Air Lines Inc.
217086,2013,5,26,1611.0,1615,-4.0,1823.0,1840,-17.0,MQ,4657,N508MQ,LGA,ATL,100.0,762,16,15,2013-05-26 16:00:00,Envoy Air
332256,2013,9,26,634.0,639,-5.0,900.0,925,-25.0,UA,1144,N37468,EWR,MCO,125.0,937,6,39,2013-09-26 06:00:00,United Air Lines Inc.
80597,2013,11,27,1611.0,1544,27.0,1851.0,1750,61.0,US,1767,N117UW,LGA,CLT,98.0,544,15,44,2013-11-27 15:00:00,US Airways Inc.
334929,2013,9,29,705.0,715,-10.0,815.0,829,-14.0,UA,424,N431UA,EWR,BOS,45.0,200,7,15,2013-09-29 07:00:00,United Air Lines Inc.
312315,2013,9,4,1433.0,1430,3.0,1700.0,1734,-34.0,UA,1493,N24212,EWR,LAX,309.0,2454,14,30,2013-09-04 14:00:00,United Air Lines Inc.
245672,2013,6,25,2316.0,2245,31.0,234.0,135,59.0,B6,623,N807JB,JFK,LAX,324.0,2475,22,45,2013-06-25 22:00:00,JetBlue Airways
146535,2013,3,12,725.0,730,-5.0,840.0,843,-3.0,B6,44,N599JB,JFK,SYR,42.0,209,7,30,2013-03-12 07:00:00,JetBlue Airways
140761,2013,3,5,2128.0,2138,-10.0,25.0,29,-4.0,B6,383,N607JB,LGA,FLL,156.0,1076,21,38,2013-03-05 21:00:00,JetBlue Airways
116015,2013,2,6,1432.0,1435,-3.0,1543.0,1559,-16.0,YV,3750,N516LR,LGA,IAD,53.0,229,14,35,2013-02-06 14:00:00,Mesa Airlines Inc.
118137,2013,2,8,,1630,,,1838,,DL,2231,N348NW,LGA,DTW,,502,16,30,2013-02-08 16:00:00,Delta Air Lines Inc.
309861,2013,9,1,2019.0,2005,14.0,2147.0,2130,17.0,MQ,3604,N518MQ,EWR,ORD,109.0,719,20,5,2013-09-01 20:00:00,Envoy Air
38007,2013,10,12,1739.0,1629,70.0,2018.0,1919,59.0,UA,1178,N34131,EWR,IAH,188.0,1400,16,29,2013-10-12 16:00:00,United Air Lines Inc.
284591,2013,8,5,2206.0,1915,171.0,38.0,2230,128.0,AA,21,N327AA,JFK,LAX,302.0,2475,19,15,2013-08-05 19:00:00,American Airlines Inc.
164432,2013,3,31,1041.0,1051,-10.0,1136.0,1214,-38.0,EV,4221,N16954,EWR,BUF,44.0,282,10,51,2013-03-31 10:00:00,ExpressJet Airlines Inc.
88450,2013,12,6,1249.0,1200,49.0,1644.0,1510,94.0,AA,3,N332AA,JFK,LAX,375.0,2475,12,0,2013-12-06 12:00:00,American Airlines Inc.
167148,2013,4,3,716.0,725,-9.0,1020.0,1030,-10.0,AS,21,N553AS,EWR,SEA,342.0,2402,7,25,2013-04-03 07:00:00,Alaska Airlines Inc.
261527,2013,7,12,2017.0,1955,22.0,2221.0,2217,4.0,EV,5395,N612QX,LGA,TVC,85.0,655,19,55,2013-07-12 19:00:00,ExpressJet Airlines Inc.
311108,2013,9,3,933.0,935,-2.0,1158.0,1240,-42.0,WN,4381,N477WN,EWR,AUS,184.0,1504,9,35,2013-09-03 09:00:00,Southwest Airlines Co.
275273,2013,7,27,758.0,802,-4.0,1008.0,1012,-4.0,EV,4304,N11199,EWR,MSY,162.0,1167,8,2,2013-07-27 08:00:00,ExpressJet Airlines Inc.
314996,2013,9,7,1158.0,1200,-2.0,1417.0,1451,-34.0,DL,863,N198DN,JFK,LAX,298.0,2475,12,0,2013-09-07 12:00:00,Delta Air Lines Inc.
106392,2013,12,26,1348.0,1325,23.0,1630.0,1648,-18.0,UA,1224,N41140,EWR,LAX,320.0,2454,13,25,2013-12-26 13:00:00,United Air Lines Inc.
53263,2013,10,29,855.0,900,-5.0,1216.0,1211,5.0,DL,422,N711ZX,JFK,LAX,360.0,2475,9,0,2013-10-29 09:00:00,Delta Air Lines Inc.
168729,2013,4,4,1719.0,1725,-6.0,1842.0,1835,7.0,EV,4373,N12540,EWR,DCA,48.0,199,17,25,2013-04-04 17:00:00,ExpressJet Airlines Inc.
269436,2013,7,21,942.0,950,-8.0,1206.0,1220,-14.0,VX,251,N835VA,JFK,LAS,303.0,2248,9,50,2013-07-21 09:00:00,Virgin America
38040,2013,10,12,1828.0,1829,-1.0,2102.0,2111,-9.0,B6,711,N594JB,JFK,LAS,299.0,2248,18,29,2013-10-12 18:00:00,JetBlue Airways
270538,2013,7,22,1200.0,1117,43.0,1521.0,1335,106.0,UA,405,N441UA,LGA,DEN,219.0,1620,11,17,2013-07-22 11:00:00,United Air Lines Inc.
189732,2013,4,26,2118.0,2038,40.0,107.0,36,31.0,UA,1071,N37298,EWR,BQN,185.0,1585,20,38,2013-04-26 20:00:00,United Air Lines Inc.
160125,2013,3,26,1600.0,1553,7.0,1806.0,1808,-2.0,EV,4684,N11539,EWR,SDF,107.0,642,15,53,2013-03-26 15:00:00,ExpressJet Airlines Inc.
264638,2013,7,16,857.0,900,-3.0,1020.0,1035,-15.0,UA,1092,N33284,LGA,ORD,103.0,733,9,0,2013-07-16 09:00:00,United Air Lines Inc.
244743,2013,6,25,1.0,2130,151.0,249.0,14,155.0,B6,1371,N607JB,LGA,FLL,140.0,1076,21,30,2013-06-25 21:00:00,JetBlue Airways
295227,2013,8,16,1959.0,2000,-1.0,2242.0,2310,-28.0,DL,2391,N916DL,JFK,TPA,146.0,1005,20,0,2013-08-16 20:00:00,Delta Air Lines Inc.
124110,2013,2,15,1559.0,1600,-1.0,1826.0,1850,-24.0,DL,920,N391DA,JFK,DEN,224.0,1626,16,0,2013-02-15 16:00:00,Delta Air Lines Inc.
273517,2013,7,25,1154.0,1155,-1.0,1306.0,1323,-17.0,EV,4974,N744EV,LGA,BTV,41.0,258,11,55,2013-07-25 11:00:00,ExpressJet Airlines Inc.
318664,2013,9,11,1253.0,1300,-7.0,1511.0,1550,-39.0,AA,1145,N3BYAA,LGA,DFW,176.0,1389,13,0,2013-09-11 13:00:00,American Airlines Inc.
213019,2013,5,22,630.0,643,-13.0,825.0,849,-24.0,EV,4150,N13988,EWR,CVG,87.0,569,6,43,2013-05-22 06:00:00,ExpressJet Airlines Inc.
182653,2013,4,19,1255.0,1300,-5.0,1540.0,1556,-16.0,DL,1685,N928DL,LGA,MCO,141.0,950,13,0,2013-04-19 13:00:00,Delta Air Lines Inc.
323380,2013,9,16,1542.0,1545,-3.0,1937.0,1939,-2.0,DL,4,N3765,JFK,SJU,196.0,1598,15,45,2013-09-16 15:00:00,Delta Air Lines Inc.
18678,2013,1,22,1417.0,1420,-3.0,1544.0,1550,-6.0,MQ,3728,N507MQ,EWR,ORD,121.0,719,14,20,2013-01-22 14:00:00,Envoy Air
304757,2013,8,27,726.0,730,-4.0,935.0,930,5.0,DL,831,N906DL,LGA,DTW,79.0,502,7,30,2013-08-27 07:00:00,Delta Air Lines Inc.
241812,2013,6,21,1840.0,1830,10.0,2041.0,2101,-20.0,9E,3615,N8577D,JFK,IND,92.0,665,18,30,2013-06-21 18:00:00,Endeavor Air Inc.
261723,2013,7,13,654.0,655,-1.0,1033.0,1058,-25.0,DL,315,N671DN,JFK,SJU,198.0,1598,6,55,2013-07-13 06:00:00,Delta Air Lines Inc.
117823,2013,2,8,1537.0,1535,2.0,1852.0,1850,2.0,AA,763,N3BKAA,LGA,DFW,198.0,1389,15,35,2013-02-08 15:00:00,American Airlines Inc.
198437,2013,5,6,1310.0,1309,1.0,1408.0,1414,-6.0,EV,4129,N14905,EWR,DCA,43.0,199,13,9,2013-05-06 13:00:00,ExpressJet Airlines Inc.
113715,2013,2,3,,1200,,,1315,,MQ,4425,N832MQ,JFK,DCA,,213,12,0,2013-02-03 12:00:00,Envoy Air
165893,2013,4,1,1926.0,1855,31.0,2257.0,2221,36.0,UA,442,N458UA,EWR,SAT,235.0,1569,18,55,2013-04-01 18:00:00,United Air Lines Inc.
239177,2013,6,19,741.0,730,11.0,1050.0,1045,5.0,UA,1668,N77430,EWR,SFO,344.0,2565,7,30,2013-06-19 07:00:00,United Air Lines Inc.
63591,2013,11,9,954.0,959,-5.0,1221.0,1245,-24.0,UA,1110,N37413,EWR,LAS,308.0,2227,9,59,2013-11-09 09:00:00,United Air Lines Inc.
35536,2013,10,10,642.0,645,-3.0,932.0,937,-5.0,B6,453,N623JB,JFK,PBI,137.0,1028,6,45,2013-10-10 06:00:00,JetBlue Airways
266610,2013,7,18,839.0,815,24.0,1108.0,1110,-2.0,DL,1167,N303DQ,JFK,TPA,131.0,1005,8,15,2013-07-18 08:00:00,Delta Air Lines Inc.
308326,2013,8,30,1830.0,1805,25.0,2040.0,2033,7.0,UA,485,N403UA,EWR,DEN,206.0,1605,18,5,2013-08-30 18:00:00,United Air Lines Inc.
106735,2013,12,26,1906.0,1855,11.0,2209.0,2220,-11.0,DL,2139,N954DL,LGA,MIA,155.0,1096,18,55,2013-12-26 18:00:00,Delta Air Lines Inc.
319205,2013,9,12,525.0,530,-5.0,736.0,810,-34.0,UA,995,N535UA,EWR,IAH,170.0,1400,5,30,2013-09-12 05:00:00,United Air Lines Inc.
35013,2013,10,9,1442.0,1445,-3.0,1738.0,1758,-20.0,UA,841,N597UA,JFK,LAX,324.0,2475,14,45,2013-10-09 14:00:00,United Air Lines Inc.
78078,2013,11,25,555.0,600,-5.0,815.0,810,5.0,EV,3849,N21537,EWR,CVG,111.0,569,6,0,2013-11-25 06:00:00,ExpressJet Airlines Inc.
